"nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil"
21061,1,1,2,45,1,0,4,1,5340,3332.318359375,397.888671875,3730.20703125,0,1,0.753676474094391,1,0.800000011920929,10.6013441085815,8.12017822265625,8.12017822265625,7.17373418807983,1.69170391559601,40.6008949279785
22021,1,2,2,37,1,0,5,18,13020,2264.44702148438,605.765625,2870.21264648438,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22024,1,2,2,50,1,0,7,1.5,1353.36315917969,1301.74194335938,245.248779296875,1546.99072265625,0,0,1.36170208454132,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22025,1,2,2,35,1,8,6,363,298957.90625,4689.4033203125,2824.919921875,7514.3232421875,0,0,1.98581552505493,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22031,1,2,2,37,1,0,4,10,6020,2127.8251953125,453.20751953125,2581.03271484375,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22044,1,2,2,55,1,0,6,5,3498.44384765625,1571.48010253906,166.125244140625,1737.60534667969,0,0,1.36170208454132,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22045,1,2,2,68,1,4,6,263.5,289362.53125,3235.44018554688,765.665283203125,4001.10546875,0,0,1.98581552505493,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22054,1,2,2,40,1,0,2,1,947.354187011719,2599.810546875,1810.7998046875,4410.6103515625,0,0,1.36170208454132,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22061,1,2,2,37,1,12,6,224,200550,2276.80786132812,935.625244140625,3212.43310546875,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22091,1,2,2,41,1,0,4,11,6190,1318.17565917969,521.044799804688,1839.22045898438,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22101,1,2,2,37,0,0,3,2,2750,2002.97741699219,376.911499023438,2379.88891601562,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
22121,1,2,2,53,0,0,1,1,1,3093.7880859375,420.21923828125,3514.00732421875,0,1,0.602836847305298,1,0.850000023841858,9.02242088317871,6.09013414382935,8.12017822265625,6.1053056716919,1.69170391559601,35.1874389648438
23031,1,3,2,35,1,0,5,10,6610,2778.18383789062,377.85888671875,3156.04272460938,0,1,0.752136707305908,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23041,1,3,2,35,1,0,4,1,15400,2501.35327148438,1322.40502929688,3823.75830078125,0,1,0.752136707305908,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23044,1,3,2,55,1,0,8,16,16868.31640625,1085.90466308594,107.423217773438,1193.32788085938,0,0,1.49743592739105,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23054,1,3,2,27,1,0,3,1,1119.90795898438,1428.02355957031,244.958740234375,1672.98229980469,0,0,1.49743592739105,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23061,1,3,2,25,1,0,2,12,16105.0224609375,5290.97314453125,1031.60107421875,6322.57421875,0,0,0.752136707305908,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23081,1,3,2,47,1,0,10,27,24900,4214.2373046875,1152.05029296875,5366.28759765625,0,1,0.752136707305908,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
23121,1,3,2,22,1,6,2,178,231195.015625,4191.36572265625,1544.86376953125,5736.2294921875,0,0,0.752136707305908,1,0.75,10.1502237319946,6.09013414382935,8.12017822265625,6.86846923828125,1.69170391559601,35.1874389648438
24015,1,4,2,45,1,9,4,152,360948.6875,3265.66528320312,5640.8173828125,8906.482421875,0,1,0.427672952413559,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24025,1,4,2,62,1,14,7,434,918899.6875,5049.20458984375,1758.4052734375,6807.60986328125,0,0,0.427672952413559,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24034,1,4,2,32,1,0,3,1,4973.609375,2789.732421875,845.62646484375,3635.35888671875,0,0,2.96855354309082,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24035,1,4,2,50,1,8,9,152,416693.75,2891.68603515625,1132.01293945312,4023.69897460938,0,1,0.427672952413559,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24041,1,4,2,55,1,0,3,1,1218.02685546875,2530.337890625,1033.06713867188,3563.40502929688,0,1,0.301886796951294,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24055,1,4,2,69,1,8,2,448,1009676.5625,4296.927734375,3221.00439453125,7517.93212890625,0,0,0.427672952413559,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24061,1,4,2,36,1,0,4,2,8208.1474609375,2336.91967773438,650.62939453125,2987.54907226562,0,1,0.301886796951294,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24071,1,4,2,30,1,0,4,1,3281.9052734375,2860.67138671875,779.367919921875,3640.03930664062,1,0,0.301886796951294,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24091,1,4,2,37,1,0,4,9,33820.54296875,2751.048828125,1348.79541015625,4099.84423828125,1,1,0.301886796951294,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
24101,1,4,2,30,1,0,7,8.5,30755.17578125,2052.6650390625,1425.18798828125,3477.85302734375,0,1,0.301886796951294,1,0.776451647281647,8.12017822265625,6.76681566238403,9.47354221343994,5.49477481842041,2.03004455566406,37.8941688537598
31011,1,1,3,52,1,1,7,6,131550,4900.33447265625,1377.9169921875,6278.25146484375,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31014,1,1,3,42,1,10,8,3,272465.84375,3921.03125,1555.52197265625,5476.55322265625,0,0,1.28753185272217,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31024,1,1,3,50,1,12,6,32,1355562.5,5295.7099609375,3779.2666015625,9074.9765625,0,0,1.28753185272217,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31025,1,1,3,35,1,9,8,60,357200,4181.5537109375,15745.3642578125,19926.91796875,0,1,1.93129765987396,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31035,1,1,3,70,1,10,5,6,588036.25,7277.845703125,3790.76953125,11068.615234375,0,0,1.93129765987396,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31044,1,1,3,40,0,4,4,259,447218.84375,7023.95458984375,16406.990234375,23430.9453125,0,0,1.28753185272217,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31051,1,1,3,58,1,6,10,10,263200,3943.970703125,4342.265625,8286.236328125,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31061,1,1,3,31,1,8,4,5,221560,6508.3232421875,14464.0673828125,20972.390625,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31091,1,1,3,50,1,3,6,4.5,98800,3732.12451171875,552.623046875,4284.74755859375,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31101,1,1,3,35,1,0,4,1,16845,3725.80859375,735.89111328125,4461.69970703125,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31111,1,1,3,70,1,4,9,12,704229.3125,6638.396484375,937.57958984375,7575.97607421875,0,0,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
31121,1,1,3,55,0,0,5,12,66580,8494.7890625,10105.5625,18600.3515625,0,1,0.677208304405212,1,0.150000005960464,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32011,1,2,3,28,1,2,5,9,61410,4516.98486328125,6708.62060546875,11225.60546875,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32014,1,2,3,70,1,0,2,3.25,217864.40625,6810.7998046875,1596.96875,8407.7685546875,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32015,1,2,3,35,1,9,4,43,652131.5625,7695.8994140625,17806.53515625,25502.435546875,0,0,1.86190474033356,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32024,1,2,3,55,1,0,7,2,36300,5531.001953125,2347.1181640625,7878.1201171875,0,1,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32031,1,2,3,58,1,5,8,104,140760,5013.3642578125,5412.6064453125,10425.970703125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32044,1,2,3,32,1,3,5,1,7781.837890625,3020.70654296875,529.164794921875,3549.87133789062,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32045,1,2,3,35,1,9,9,86,347272.96875,8274.7626953125,1701.478515625,9976.2412109375,0,0,1.86190474033356,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32061,1,2,3,50,1,0,6,2,16235,4544.14208984375,916.90380859375,5461.0458984375,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32064,1,2,3,40,1,12,9,176,594667.8125,4851.35595703125,1652.6064453125,6503.96240234375,0,0,1.67023801803589,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32121,1,2,3,66,0,0,5,6,54780,8804.439453125,16172.6875,24977.126953125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32131,1,2,3,55,0,0,5,86,232510,5575.85595703125,1224.79345703125,6800.6494140625,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
32141,1,2,3,30,1,3,3,5,151110,4950.60205078125,1117.65283203125,6068.2548828125,0,1,0.528061211109161,1,0.100000001490116,9.6991024017334,6.09013414382935,13.5336313247681,6.56320381164551,2.03004455566406,37.8941688537598
33014,1,3,3,45,1,0,7,0.200000002980232,1100,2605.80395507812,277.24609375,2883.05004882812,0,1,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33034,1,3,3,65,0,0,2,2,35099.47265625,5935.173828125,876.302734375,6811.4765625,0,0,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33051,1,3,3,35,1,0,5,13,80950,1644.06555175781,262.552490234375,1906.61804199219,0,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33054,1,3,3,45,1,3,6,2,8120,2677.8544921875,933.820556640625,3611.67504882812,0,1,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33061,1,3,3,35,1,0,5,52,209520,5022.60107421875,536.337890625,5558.93896484375,0,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33064,1,3,3,35,1,0,18,342,384456.625,3221.90649414062,785.702392578125,4007.60888671875,0,0,1.93705689907074,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33131,1,3,3,35,1,0,6,1.5,23100,3465.51196289062,911.264404296875,4376.7763671875,1,1,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
33141,1,3,3,25,1,0,3,1,575.179321289062,4284.74755859375,765.77783203125,5050.525390625,0,0,0.602963507175446,1,0.400000005960464,10.3757839202881,6.76681566238403,13.5336313247681,7.02110147476196,2.03004455566406,40.6008949279785
41011,1,1,4,48,1,2,9,8,15405,1403.28723144531,278.191284179688,1681.478515625,0,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41014,1,1,4,60,1,8,10,32,60207.7421875,2452.2939453125,516.30810546875,2968.60205078125,0,0,0.851063847541809,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41015,1,1,4,45,1,12,5,144,17910,2360.26538085938,706.455322265625,3066.720703125,1,1,2.3640661239624,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41021,1,1,4,32,1,0,5,2,12315,2166.46362304688,488.564208984375,2655.02783203125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41034,1,1,4,25,1,0,2,7,9947.21875,2779.13110351562,663.14794921875,3442.27905273438,0,0,0.851063847541809,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41035,1,1,4,45,1,0,5,535,356793.875,3793.20629882812,2411.69262695312,6204.89892578125,0,0,2.3640661239624,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41041,1,1,4,50,1,0,5,78,130050,2751.65771484375,502.097900390625,3253.75561523438,1,0,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41054,1,1,4,40,1,0,5,10,26979.296875,2265.52978515625,265.800537109375,2531.33032226562,0,0,0.851063847541809,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41071,1,1,4,65,1,1,4,32,63605,2700.2978515625,195.3916015625,2895.689453125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41091,1,1,4,35,1,8,5,1,41900,2674.24560546875,6159.15576171875,8833.4013671875,1,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41101,1,1,4,30,1,1,2,125,272650,3786.7099609375,1146.97509765625,4933.68505859375,1,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
41111,1,1,4,45,1,0,5,52,102070,4991.203125,943.2939453125,5934.4970703125,1,1,0.72104012966156,1,0.699999988079071,9.36076164245606,8.12017822265625,8.12017822265625,6.3342547416687,1.35336315631866,40.6008949279785
42011,1,2,4,38,1,0,6,3,14365,3823.25073242188,1387.19702148438,5210.44775390625,0,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42015,1,2,4,40,1,5,7,342,261097.578125,2392.74609375,614.813232421875,3007.55932617188,0,0,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42025,1,2,4,40,1,0,4,62,40545,4275.27392578125,1618.9609375,5894.23486328125,0,1,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42034,1,2,4,60,1,4,5,78,54188.65625,3845.17529296875,871.56591796875,4716.7412109375,0,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42035,1,2,4,30,1,0,4,293,194060,2317.97265625,433.076171875,2751.048828125,1,0,3.38624334335327,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42041,1,2,4,45,1,0,6,3,10170,2099.51733398438,685.139892578125,2784.6572265625,1,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42044,1,2,4,28,1,0,4,12.5,19894.4375,2392.74609375,378.095703125,2770.841796875,0,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42054,1,2,4,55,1,0,4,40,32150,5329.5439453125,5614.765625,10944.3095703125,1,0,0.952380955219269,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42092,1,2,4,33,1,7,2,18,38160,2199.21508789062,11576.330078125,13775.544921875,0,1,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
42112,1,2,4,35,1,0,4,2,17280,2999.39086914062,635.23486328125,3634.62573242188,1,0,0.423280417919159,1,0.600000023841858,10.3757839202881,7.44349718093872,8.12017822265625,7.02110147476196,1.35336315631866,47.3677101135254
43024,1,3,4,27,1,0,4,9,89254.296875,2062.86376953125,773.108642578125,2835.97241210938,0,0,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43025,1,3,4,46,1,3,4,6,30207.06640625,1952.56457519531,507.511108398438,2460.07568359375,0,0,2.00704216957092,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43044,1,3,4,37,1,6,4,33,47585,4787.8603515625,2306.63818359375,7094.49853515625,0,0,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43051,1,3,4,40,1,0,6,7,29700,3072.13427734375,1736.251953125,4808.38623046875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43054,1,3,4,35,1,0,4,3,16595,2480.71459960938,3761.50366210938,6242.21826171875,0,1,1.81971824169159,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43061,1,3,4,34,1,7,4,3,20820,2375.15234375,444.072265625,2819.224609375,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43071,1,3,4,38,1,5,5,136,106815,2681.28295898438,1674.11010742188,4355.39306640625,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43081,1,3,4,55,1,0,7,6,33085,2780.9677734375,492.044189453125,3273.01196289062,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
43091,1,3,4,48,1,8,5,13,130580,2800.6494140625,4141.291015625,6941.9404296875,0,1,0.490610361099243,1,0.600000023841858,9.02242088317871,7.44349718093872,8.12017822265625,6.1053056716919,1.69170391559601,47.3677101135254
