"nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil"
13035,0,3,1,37,1,0,14,960,636530,2972.09521484375,864.5654296875,3836.66040039062,0,0,1.49019598960876,1,0.5,11,8,11,8,2.5,56
13041,0,3,1,47,1,0,4,55,39100,2950.43237304688,458.573516845703,3409.005859375,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
13054,0,3,1,60,1,5,10,15,22490,2471.25854492188,413.696350097656,2884.955078125,0,0,1.52941179275513,1,0.5,11,8,11,8,2.5,56
13061,0,3,1,60,1,0,4,10,25310,2595.16723632812,266.924682617188,2862.09204101562,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
13091,0,3,1,63,1,0,3,19,34010,3055.8564453125,413.333343505859,3469.18969726562,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
13101,0,3,1,44,1,4,6,19,32460,2111.37158203125,289.949676513672,2401.32104492188,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
13111,0,3,1,34,1,0,3,3,4242,3130.953125,648.693664550781,3779.64672851562,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
13121,0,3,1,27,1,0,3,8,11615,2888.3330078125,364.363983154297,3252.6962890625,0,1,0.656862735748291,1,0.5,11,8,11,8,2.5,56
21015,0,1,2,48,1,12,8,528,541845,4904.390625,3547.58935546875,8451.9794921875,0,0,1.59313726425171,1,0.75,9,9,12,9,2.25,52
21035,0,1,2,35,1,0,7,144,170240,3228.33129882812,1106.57824707031,4334.90966796875,0,0,1.59313726425171,1,0.75,9,9,12,9,2.25,52
21054,0,1,2,35,1,0,7,78,71350,2448.05078125,686.244506835938,3134.29541015625,0,0,1.23529410362244,1,0.75,9,9,12,9,2.25,52
21061,0,1,2,34,1,0,4,1,5340,2833.45532226562,1152.69738769531,3986.15307617188,1,1,0.753676474094391,1,0.75,9,9,12,9,2.25,52
22021,0,2,2,27,1,2,4,18,13020,2821.63891601562,1583.92858886719,4405.56787109375,1,0,0.602836847305298,1,0.75,8,8,10,8,1.5,50
22024,0,2,2,54,1,0,5,14,7580,2122.9248046875,238.096099853516,2361.02099609375,0,0,1.36170208454132,1,0.75,8,8,10,8,1.5,50
22025,0,2,2,30,1,9,5,355,41250,4439.1455078125,2621.64916992188,7060.79541015625,0,0,1.98581552505493,1,0.75,8,8,10,8,1.5,50
22031,0,2,2,34,1,0,3,10,6020,2238.4580078125,178.820007324219,2417.27783203125,1,0,0.602836847305298,1,0.75,8,8,10,8,1.5,50
22044,0,2,2,38,1,0,5,4,2690,1996.04467773438,203.535629272461,2199.58032226562,0,0,1.36170208454132,1,0.75,8,8,10,8,1.5,50
22054,0,2,2,44,1,0,3,1.5,1000,2348.21508789062,269.857360839844,2618.072265625,0,0,1.36170208454132,1,0.75,8,8,10,8,1.5,50
22061,0,2,2,27,1,12,6,224,200550,2338.10571289062,928.561706542969,3266.66772460938,1,0,0.602836847305298,1,0.75,8,8,10,8,1.5,50
22091,0,2,2,35,1,0,4,11,6190,2170.58276367188,181.942245483398,2352.52465820312,0,1,0.602836847305298,1,0.75,8,8,10,8,1.5,50
22101,0,2,2,32,0,0,4,2,2750,2287.56005859375,177.14665222168,2464.70678710938,0,1,0.602836847305298,1,0.75,8,8,10,8,1.5,50
22121,0,2,2,54,1,8,2,1,1,2986.17553710938,822.177307128906,3808.35302734375,0,1,0.602836847305298,1,0.75,8,8,10,8,1.5,50
23031,0,3,2,32,1,0,4,10,6610,2402.37133789062,146.130065917969,2548.50146484375,0,1,0.752136707305908,1,0.75,8,8,10,8,2.25,52
23041,0,3,2,27,1,0,3,1,15400,3312.91796875,1357.99572753906,4670.91357421875,0,1,0.752136707305908,1,0.75,8,8,10,8,2.25,52
23044,0,3,2,56,1,0,6,34,19860,1678.12158203125,169.982711791992,1848.10412597656,0,0,1.49743592739105,1,0.75,8,8,10,8,2.25,52
23054,0,3,2,26,1,0,2,2,1460,3349.02270507812,381.871795654297,3730.89453125,0,0,1.49743592739105,1,0.75,8,8,10,8,2.25,52
23061,0,3,2,40,1,2,5,131,56400,2356.88012695312,224.561889648438,2581.44189453125,1,1,0.752136707305908,1,0.75,8,8,10,8,2.25,52
23081,0,3,2,40,1,0,8,27,24900,2732.47412109375,421.841735839844,3154.31567382812,0,1,0.752136707305908,1,0.75,8,8,10,8,2.25,52
23121,0,3,2,22,1,4,4,354,324150,4175.19677734375,2096.1904296875,6271.38671875,0,1,0.752136707305908,1,0.75,8,8,10,8,2.25,52
31011,0,1,3,35,0,2,7,6,131550,2644.06298828125,510.680908203125,3154.74389648438,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31014,0,1,3,33,1,12,7,6,174450,3681.38745117188,1477.88977050781,5159.27783203125,0,0,1.23155212402344,1,0.150000005960464,10,10,20,8,2.75,56
31024,0,1,3,34,1,12,6,31,1057950,4085.54711914062,3531.27221679688,7616.81884765625,0,0,1.23155212402344,1,0.150000005960464,10,10,20,8,2.75,56
31025,0,1,3,31,1,10,10,60,357200,4043.08911132812,2597.6435546875,6640.73291015625,0,0,1.84732818603516,1,0.150000005960464,10,10,20,8,2.75,56
31035,0,1,3,60,1,10,9,649,1079800,5574.8447265625,21872.82421875,27447.669921875,0,0,1.84732818603516,1,0.150000005960464,10,10,20,8,2.75,56
31044,0,1,3,43,1,5,6,34,383600,4411.92919921875,1273.06018066406,5684.98974609375,0,0,1.23155212402344,1,0.150000005960464,10,10,20,8,2.75,56
31051,0,1,3,35,1,3,4,10,263200,4297.83984375,505.016204833984,4802.85546875,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31061,0,1,3,26,1,8,4,5,221560,4245.85009765625,1603.48083496094,5849.3310546875,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31091,0,1,3,34,1,4,5,4.5,98800,3414.01049804688,831.390014648438,4245.40087890625,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31101,0,1,3,28,1,0,2,1,16845,4575.1201171875,2354.8046875,6929.92431640625,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31111,0,1,3,35,0,0,5,1,2125,1975.6201171875,363.934997558594,2339.55517578125,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
31121,0,1,3,48,0,0,5,12,66580,3616.36352539062,670.895324707031,4287.2587890625,0,1,0.697592496871948,1,0.150000005960464,10,10,20,8,2.75,56
32011,0,2,3,18,1,0,7,9,61410,2367.599609375,460.9462890625,2828.54565429688,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
32014,0,2,3,50,1,0,3,4,173600,5808.7001953125,13050.7734375,18859.474609375,0,0,1.67023801803589,1,0.100000001490116,10,10,20,8,2.75,56
32015,0,2,3,28,1,10,10,125,489550,4485.00390625,2095.89599609375,6580.89990234375,0,0,1.86190474033356,1,0.100000001490116,10,10,20,8,2.75,56
32024,0,2,3,50,1,0,8,2,36300,3507.15893554688,933.021240234375,4440.1796875,0,0,1.67023801803589,1,0.100000001490116,10,10,20,8,2.75,56
32031,0,2,3,46,1,4,8,104,140760,3287.28466796875,604.779663085938,3892.064453125,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
32044,0,2,3,46,1,0,7,2,24950,3198.62280273438,1972.19470214844,5170.8173828125,0,0,1.67023801803589,1,0.100000001490116,10,10,20,8,2.75,56
32061,0,2,3,40,1,0,8,2,16235,2936.35180664062,463.162200927734,3399.51416015625,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
32064,0,2,3,32,1,2,7,4,43750,4134.57373046875,3226.94702148438,7361.52001953125,0,0,1.67023801803589,1,0.100000001490116,10,10,20,8,2.75,56
32121,0,2,3,52,0,0,7,6,54780,3104.54565429688,6553.47119140625,9658.0166015625,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
32131,0,2,3,52,0,0,7,86,232510,3837.35717773438,2511.71435546875,6349.07080078125,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
32141,0,2,3,50,1,1,8,5,151110,2930.93603515625,528.392028808594,3459.32788085938,0,1,0.528061211109161,1,0.100000001490116,10,10,20,8,2.75,56
33014,0,3,3,27,1,0,4,0.200000002980232,1100,3349.0224609375,434.772247314453,3783.794921875,0,0,1.93705689907074,1,0.200000002980232,12,10,20,8,2.75,56
33034,0,3,3,40,0,0,2,1,6890,3073.90893554688,510.689880371094,3584.59887695312,0,0,1.93705689907074,1,0.200000002980232,12,10,20,8,2.75,56
33051,0,3,3,28,1,1,5,13,80950,3440.6240234375,693.722351074219,4134.34619140625,1,0,0.602963507175446,1,0.200000002980232,12,10,20,8,2.75,56
33054,0,3,3,38,1,2,5,2,8120,3391.48095703125,337.905639648438,3729.38598632812,0,0,1.93705689907074,1,0.200000002980232,12,10,20,8,2.75,56
33061,0,3,3,25,1,0,4,52,209520,3764.94262695312,522.252502441406,4287.1953125,1,0,0.602963507175446,1,0.200000002980232,12,10,20,8,2.75,56
33064,0,3,3,50,1,0,14,20,641400,3158.70947265625,763.074096679688,3921.78369140625,0,0,1.93705689907074,1,0.200000002980232,12,10,20,8,2.75,56
33131,0,3,3,28,1,2,6,1.5,23100,2940.32348632812,336.601715087891,3276.92553710938,1,0,0.602963507175446,1,0.200000002980232,12,10,20,8,2.75,56
33141,0,3,3,32,1,0,7,0.25,2660,2188.53149414062,302.881256103516,2491.41259765625,1,0,0.602963507175446,1,0.200000002980232,12,10,20,8,2.75,56
41011,0,1,4,32,1,7,8,8,15405,1548.39794921875,122.616470336914,1671.01440429688,0,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41014,0,1,4,44,1,5,9,9,22500,2609.12768554688,730.224792480469,3339.35229492188,0,0,0.851063847541809,1,0.600000023841858,10,10,10,8,2,55
41015,0,1,4,35,1,10,4,144,17910,2668.81982421875,743.260559082031,3412.08056640625,0,0,2.3640661239624,1,0.600000023841858,10,10,10,8,2,55
41021,0,1,4,25,1,0,3,2,12315,3234.93334960938,518.820556640625,3753.75390625,1,0,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41034,0,1,4,29,1,0,2,33,45725,3426.14111328125,338.998901367188,3765.14013671875,0,0,0.851063847541809,1,0.600000023841858,10,10,10,8,2,55
41035,0,1,4,45,1,0,7,351,16410,3084.73999023438,1053.17407226562,4137.91357421875,0,0,2.3640661239624,1,0.600000023841858,10,10,10,8,2,55
41041,0,1,4,44,1,0,5,78,130050,3420.94213867188,1220.35900878906,4641.3017578125,1,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41054,0,1,4,29,1,0,3,11,18845,3509.32495117188,472.166961669922,3981.49243164062,0,0,0.851063847541809,1,0.600000023841858,10,10,10,8,2,55
41071,0,1,4,61,1,0,4,32,63605,3175.72241210938,2930.17700195312,6105.8994140625,1,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41091,0,1,4,28,1,8,4,1,41900,2110.7939453125,729.595336914062,2840.38940429688,1,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41101,0,1,4,24,1,5,3,125,272650,4024.0263671875,12723.9580078125,16747.984375,1,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
41111,0,1,4,32,1,0,6,52,102070,4433.591796875,729.329040527344,5162.9208984375,1,1,0.72104012966156,1,0.600000023841858,10,10,10,8,2,55
42011,0,2,4,34,1,0,6,3,14365,2342.4384765625,715.189880371094,3057.62866210938,0,1,0.423280417919159,1,0.600000023841858,10,10,10,8,2,50
42015,0,2,4,33,1,4,7,104,87220,1804.7958984375,430.218109130859,2235.01391601562,0,0,3.38624334335327,1,0.600000023841858,10,10,10,8,2,50
42025,0,2,4,33,1,0,5,62,40545,1931.05737304688,1122.04211425781,3053.099609375,0,0,3.38624334335327,1,0.600000023841858,10,10,10,8,2,50
42034,0,2,4,46,1,4,7,15,29535,2639.11157226562,515.742980957031,3154.85424804688,0,0,0.952380955219269,1,0.600000023841858,10,10,10,8,2,50
42035,0,2,4,28,1,0,4,293,194060,3517.98999023438,682.986389160156,4200.9765625,0,0,3.38624334335327,1,0.600000023841858,10,10,10,8,2,50
42041,0,2,4,32,1,0,6,3,10170,2313.55493164062,615.674072265625,2929.22924804688,0,1,0.423280417919159,1,0.600000023841858,10,10,10,8,2,50
42044,0,2,4,21,1,0,3,23,11985,2611.05322265625,1215.69091796875,3826.744140625,0,0,0.952380955219269,1,0.600000023841858,10,10,10,8,2,50
42054,0,2,4,44,1,0,6,40,32150,2559.06323242188,2817.37036132812,5376.43359375,0,0,0.952380955219269,1,0.600000023841858,10,10,10,8,2,50
42092,0,2,4,26,1,8,3,18,38160,3414.009765625,844.152160644531,4258.16162109375,1,0,0.423280417919159,1,0.600000023841858,10,10,10,8,2,50
42112,0,2,4,30,1,5,4,2,17280,3032.75,649.286804199219,3682.03662109375,1,0,0.423280417919159,1,0.600000023841858,10,10,10,8,2,50
43024,0,3,4,22,1,0,2,4,9935,3032.75024414062,1174.93103027344,4207.68115234375,0,0,1.81971824169159,1,0.5799999833107,10,10,10,8,2,55
43025,0,3,4,60,1,0,5,165,134651,3059.98291015625,609.552307128906,3669.53588867188,0,0,2.00704216957092,1,0.5799999833107,10,10,10,8,2,55
43044,0,3,4,28,0,0,6,33,47585,2423.31127929688,654.680114746094,3077.99145507812,0,0,1.81971824169159,1,0.5799999833107,10,10,10,8,2,55
43051,0,3,4,36,1,0,5,7,29700,2688.18896484375,557.650329589844,3245.83984375,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43054,0,3,4,29,1,0,4,3,16595,2356.87963867188,498.514251708984,2855.39404296875,0,0,1.81971824169159,1,0.5799999833107,10,10,10,8,2,55
43061,0,3,4,29,1,8,3,3,20820,3379.34985351562,3319.1279296875,6698.478515625,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43071,0,3,4,35,1,3,5,136,106815,2333.97973632812,586.978576660156,2920.9580078125,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43081,0,3,4,52,1,0,10,6,33085,1625.55395507812,215.118530273438,1840.67248535156,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43091,0,3,4,40,1,7,6,13,130580,2977.87133789062,1722.44189453125,4700.3134765625,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43101,0,3,4,46,1,0,4,263,206830,3409.67749023438,746.525512695312,4156.203125,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43111,0,3,4,44,1,5,4,1,805,2361.21215820312,294.297271728516,2655.50952148438,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
43121,0,3,4,28,0,0,2,2,9570,3647.96508789062,551.411926269531,4199.376953125,0,1,0.490610361099243,1,0.5799999833107,10,10,10,8,2,55
51014,0,1,5,30,1,0,1,4,9270,5900.86474609375,467.730102539062,6368.5947265625,0,0,1.03703701496124,0,0.5,11,8,8,9,1.5,64
51015,0,1,5,35,1,14,10,457.5,581090,3635.83471679688,882.785339355469,4518.62158203125,0,0,2.38683104515076,0,0.5,11,8,8,9,1.5,64
51024,0,1,5,40,1,0,7,4,9775,2130.35205078125,215.017105102539,2345.36938476562,0,0,1.03703701496124,0,0.5,11,8,8,9,1.5,64
51025,0,1,5,38,1,14,5,3360,3485200,3905.3662109375,1291.81530761719,5197.181640625,0,0,2.38683104515076,0,0.5,11,8,8,9,1.5,64
51044,0,1,5,25,1,0,6,16,38665,3298.4765625,566.048400878906,3864.52514648438,0,0,1.03703701496124,0,0.5,11,8,8,9,1.5,64
51054,0,1,5,25,1,12,4,15,36055,2909.27368164062,621.136108398438,3530.40991210938,0,0,1.03703701496124,0,0.5,11,8,8,9,1.5,64
51071,0,1,5,63,1,0,7,150,211530,2564.84033203125,264.816986083984,2829.65698242188,0,1,0.637860059738159,0,0.5,11,8,8,9,1.5,64
51081,0,1,5,28,1,0,5,165,174300,2412.3359375,267.957427978516,2680.29370117188,0,1,0.637860059738159,0,0.5,11,8,8,9,1.5,64
51101,0,1,5,30,1,5,3,80,90000,3390.90356445312,425.211151123047,3816.1142578125,1,0,0.637860059738159,0,0.5,11,8,8,9,1.5,64
51111,0,1,5,35,1,5,5,10,27900,2601.23291015625,284.433410644531,2885.66650390625,1,1,0.637860059738159,0,0.5,11,8,8,9,1.5,64
52024,0,2,5,27,1,2,3,2,17700,2596.61157226562,334.662902832031,2931.2744140625,0,0,1.27433633804321,0,0.300000011920929,11,8,8,9,1.5,64
52031,0,2,5,45,0,4,2,3,15150,4089.88012695312,1442.44140625,5532.3212890625,0,1,0.722713828086853,0,0.300000011920929,11,8,8,9,1.5,64
52041,0,2,5,45,1,9,7,140,422800,2396.49145507812,876.573791503906,3273.06494140625,0,1,0.722713828086853,0,0.300000011920929,11,8,8,9,1.5,64
52054,0,2,5,55,1,10,6,56,174600,3141.63989257812,1209.69860839844,4351.33935546875,0,0,1.27433633804321,0,0.300000011920929,11,8,8,9,1.5,64
52071,0,2,5,68,1,9,13,132,488150,2615.09716796875,943.689453125,3558.78662109375,1,1,0.722713828086853,0,0.300000011920929,11,8,8,9,1.5,64
52091,0,2,5,45,1,10,5,50,77950,2904.5078125,3052.046875,5956.55517578125,1,1,0.722713828086853,0,0.300000011920929,11,8,8,9,1.5,64
52101,0,2,5,47,1,10,4,8,29750,3383.68237304688,641.823669433594,4025.50610351562,0,1,0.722713828086853,0,0.300000011920929,11,8,8,9,1.5,64
53015,0,3,5,63,1,13,10,1123,1317900,3206.05029296875,716.871032714844,3922.921875,0,0,0.350877195596695,1,0.0500000007450581,10,8,9,9,1.5,64
53024,0,3,5,25,1,0,3,10,13550,2622.60668945312,193.821701049805,2816.42846679688,0,0,0.631578922271728,1,0.0500000007450581,10,8,9,9,1.5,64
53034,0,3,5,70,1,0,6,55,49100,2313.55493164062,499.607391357422,2813.162109375,0,0,0.631578922271728,1,0.0500000007450581,10,8,9,9,1.5,64
53054,0,3,5,42,1,0,8,138,145100,2389.27954101562,507.748565673828,2897.02807617188,0,0,0.631578922271728,1,0.0500000007450581,10,8,9,9,1.5,64
53091,0,3,5,35,1,2,6,45,63700,2339.55004882812,272.443908691406,2611.99438476562,0,1,1.31578946113586,1,0.0500000007450581,10,8,9,9,1.5,64
53101,0,3,5,67,1,0,17,60,110400,2790.13037109375,337.492462158203,3127.62280273438,1,0,1.31578946113586,1,0.0500000007450581,10,8,9,9,1.5,64
53111,0,3,5,29,1,0,6,65,73600,1923.63000488281,164.677642822266,2088.30786132812,0,1,1.31578946113586,1,0.0500000007450581,10,8,9,9,1.5,64
61014,0,1,6,69,1,0,5,7,12060,3831.26318359375,1136.990234375,4968.2529296875,0,0,1.23076927661896,1,0.800000011920929,10,9,15,7,2.5,56
61015,0,1,6,60,1,0,5,190,124170,3019.13354492188,333.818481445312,3352.95190429688,0,0,1.17948710918427,1,0.800000011920929,10,9,15,7,2.5,56
61025,0,1,6,38,0,0,4,310,171600,2959.09741210938,290.844177246094,3249.94213867188,0,0,1.17948710918427,1,0.800000011920929,10,9,15,7,2.5,56
61031,0,1,6,38,1,0,6,7.5,26550,2417.53540039062,236.165954589844,2653.701171875,1,1,0.85897433757782,1,0.800000011920929,10,9,15,7,2.5,56
61034,0,1,6,44,1,0,9,51,43850,3585.31005859375,611.852905273438,4197.1630859375,0,0,1.23076927661896,1,0.800000011920929,10,9,15,7,2.5,56
61044,0,1,6,35,1,0,6,5,14615,2713.58911132812,443.430267333984,3157.01928710938,0,0,1.23076927661896,1,0.800000011920929,10,9,15,7,2.5,56
61051,0,1,6,52,1,6,10,195,277720,3912.2470703125,850.750854492188,4762.99755859375,1,0,0.85897433757782,1,0.800000011920929,10,9,15,7,2.5,56
61101,0,1,6,45,1,0,8,99,57400,1988.09753417969,344.278839111328,2332.37646484375,0,1,0.85897433757782,1,0.800000011920929,10,9,15,7,2.5,56
61121,0,1,6,53,1,0,11,39,77550,3469.1513671875,1404.31982421875,4873.47216796875,1,1,0.85897433757782,1,0.800000011920929,10,9,15,7,2.5,56
62025,0,2,6,60,1,4,17,215,738300,4288.66552734375,1081.12561035156,5369.79150390625,0,0,0.517503798007965,1,0.850000023841858,10,9,14,8,2.5,56
62034,0,2,6,30,1,0,2,3,12750,5792.55224609375,2323.10205078125,8115.65380859375,0,0,1.27853882312775,1,0.850000023841858,10,9,14,8,2.5,56
62041,0,2,6,45,1,0,3,4,24970,4193.85986328125,1185.80395507812,5379.66357421875,0,1,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62044,0,2,6,24,1,0,4,3,18100,2937.43481445312,1409.24768066406,4346.6826171875,0,0,1.27853882312775,1,0.850000023841858,10,9,14,8,2.5,56
62051,0,2,6,52,1,0,4,3,18500,5330.05810546875,1331.17065429688,6661.22900390625,0,1,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62061,0,2,6,50,1,0,6,45,84500,4144.75830078125,622.092407226562,4766.85107421875,0,1,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62071,0,2,6,38,1,5,5,3,20600,3706.88745117188,991.272583007812,4698.16064453125,1,1,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62091,0,2,6,35,1,0,4,5,35000,4397.48779296875,1072.53063964844,5470.01806640625,1,1,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62101,0,2,6,20,1,0,3,1,4450,4216.96630859375,815.94189453125,5032.908203125,1,0,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
62111,0,2,6,34,1,4,4,4,27600,5237.9921875,1641.12463378906,6879.11767578125,0,0,1.00456619262695,1,0.850000023841858,10,9,14,8,2.5,56
63015,0,3,6,74,1,4,6,149,337555,6426.54150390625,1185.12365722656,7611.66455078125,0,0,0.630182385444641,1,0.25,10,8.5,14,7,2.5,56
63021,0,3,6,52,1,0,5,0.5,4200,2654.9560546875,566.111572265625,3221.0673828125,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
63025,0,3,6,35,1,0,10,99,345200,4554.32421875,954.552429199219,5508.87646484375,0,0,0.630182385444641,1,0.25,10,8.5,14,7,2.5,56
63034,0,3,6,46,1,3,14,8.5,189700,3241.94799804688,615.714294433594,3857.66284179688,0,0,2.56716418266296,1,0.25,10,8.5,14,7,2.5,56
63041,0,3,6,42,1,5,7,1,122350,5624.82275390625,2312.50073242188,7937.32373046875,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
63044,0,3,6,35,1,0,7,3,65540,2462.09765625,546.439147949219,3008.537109375,0,0,2.56716418266296,1,0.25,10,8.5,14,7,2.5,56
63051,0,3,6,48,1,8,5,4,74750,7067.17431640625,2753.75854492188,9820.9326171875,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
63054,0,3,6,45,1,3,8,121,301800,5645.24755859375,1415.73059082031,7060.97900390625,0,0,2.56716418266296,1,0.25,10,8.5,14,7,2.5,56
63091,0,3,6,35,1,0,5,1,15900,2415.91040039062,426.296661376953,2842.20703125,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
63101,0,3,6,45,1,0,8,2,24950,2038.44140625,240.167144775391,2278.60864257812,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
63111,0,3,6,48,1,0,7,5,10700,2240.76879882812,267.491485595703,2508.26025390625,0,1,0.439469307661056,1,0.25,10,8.5,14,7,2.5,56
71021,0,1,7,50,1,0,6,1,23925,3844.20190429688,753.408569335938,4597.6103515625,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71031,0,1,7,56,1,0,12,13,48150,3426.8837890625,2172.64575195312,5599.529296875,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71035,0,1,7,47,1,12,6,120,277400,5781.83544921875,3472.84912109375,9254.68359375,0,0,1.32000005245209,1,0.899999976158142,11,8,14,8,2,52
71041,0,1,7,29,1,1,5,1,18150,2835.18798828125,282.022125244141,3117.21020507812,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71054,0,1,7,55,1,2,7,5,33280,2354.404296875,277.527160644531,2631.93139648438,0,0,1.91399991512299,1,0.899999976158142,11,8,14,8,2,52
71071,0,1,7,60,1,3,5,6,27725,2972.09521484375,564.752807617188,3536.84765625,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71091,0,1,7,45,0,3,8,57,334630,2677.48510742188,1798.6611328125,4476.146484375,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71101,0,1,7,32,0,0,2,1,3375,3344.68994140625,259.086944580078,3603.77709960938,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71111,0,1,7,33,1,8,5,6,31740,2152.38598632812,250.475387573242,2402.86181640625,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
71141,0,1,7,24,1,0,6,3,8500,2027.60974121094,183.111129760742,2210.72045898438,0,1,0.605000019073486,1,0.899999976158142,11,8,14,8,2,52
72014,0,2,7,41,1,5,8,12,97900,3634.96752929688,847.670532226562,4482.63720703125,0,0,2.24249982833862,1,0.75,10,9,12,7,2,50
