codigoCliente,sumValTot,Frecuencia,edad,estadoCivil,nivelEducacion,sexo,tipoVivienda,nivelIngresos,Uafe
156,2780.73,10,71.441095890411,C,Sup,M,P,5592.98,1
162,0.04,1,76.1917808219178,S,Sup,M,NP,0,0
178,0.31,1,93.2904109589041,C,P o S,M,NP,0,0
180,0.31,1,77.6356164383562,C,P o S,M,NP,0,0
193,2211.11,10,67.0356164383562,C,P o S,M,P,1519.18,0
195,2267.38,4,75.9150684931507,C,P o S,M,P,2085.57,0
196,0.08,2,72.0438356164384,C,P o S,M,NP,2543,0
204,624.98,8,72.4602739726027,C,P o S,M,P,660,1
209,2533.54,13,72.3835616438356,C,P o S,M,P,1500,0
212,2914.86,8,69.2657534246575,D,Sup,F,P,1446.25,1
214,4950.18,6,80.972602739726,C,Sup,M,P,2382,0
217,0.05,1,77.0821917808219,D,P o S,M,NP,799.82,0
226,1882.17,13,68.5342465753425,D,Sup,M,P,815.73,0
227,1381.85,7,74.6246575342466,S,P o S,F,P,1693,0
238,0.02,1,74.3972602739726,C,P o S,M,NP,0,0
247,654.03,4,72.2684931506849,C,Sup,M,P,3700,0
248,1185.24,12,68.2794520547945,C,Sup,M,P,1900,0
253,1624.97,13,71.3561643835617,C,P o S,M,P,386.03,0
255,4269.14,18,82.586301369863,C,P o S,M,NP,1628,0
261,6647.14,34,77.2520547945206,D,Sup,M,P,2677,0
273,31515.63,47,77.8082191780822,C,Sup,M,P,937.45,0
275,4.09,4,69.5561643835617,C,P o S,M,NP,1578.28,0
277,2244.26,7,75.2356164383562,C,P o S,M,NP,2340,0
279,8375.49,8,67.7589041095891,C,Sup,F,NP,2685,0
282,436.74,7,67.7232876712329,C,P o S,F,P,829.79,1
283,802.63,3,84.6657534246575,D,Sup,M,P,839.81,0
284,382.91,6,88.227397260274,C,Sup,M,P,1893.61,0
287,73.7,4,72.4684931506849,S,Sup,M,NP,0,0
295,778.31,4,69.3232876712329,C,P o S,M,NP,0,0
299,710.83,3,71.3150684931507,C,Sup,M,P,5923.24,0
304,0.03,1,70.0219178082192,C,P o S,M,NP,0,0
306,4825.73,29,72.2383561643836,C,P o S,M,P,2334.3,0
307,823.44,4,73.3671232876712,C,P o S,M,P,1080,0
308,3279.28,23,71.9397260273973,C,P o S,M,NP,0,0
310,767.68,8,76.254794520548,C,P o S,M,NP,370.43,0
312,0.02,1,72.6,C,P o S,M,P,742.99,0
315,2742.59,12,72.8328767123288,C,P o S,M,P,1415,0
318,3072.71,23,73.5479452054795,C,P o S,M,P,2500,0
324,0.02,1,74.186301369863,S,P o S,M,NP,0,0
328,2890.91,14,70.5178082191781,C,P o S,M,P,1778.1,0
329,5754.67,34,68.6219178082192,C,P o S,M,P,1006,0
330,1973.82,10,75.1150684931507,C,Sup,M,NP,0,0
340,1045.33,6,77.8931506849315,C,P o S,M,NP,957.91,0
343,1013.77,6,76.7369863013699,C,P o S,M,P,700,0
344,0.31,1,76.0191780821918,C,P o S,M,NP,0,0
346,1143.45,14,68.9698630136986,C,P o S,M,P,6440.88,0
348,443.09,4,82.0356164383562,C,Sup,M,P,1500,0
350,1387.52,32,78.3315068493151,C,P o S,M,P,1164,0
354,684.48,5,69.0383561643836,C,P o S,M,P,781,0
359,0.02,1,71.6794520547945,C,P o S,M,NP,377,0
366,705.31,4,77.0219178082192,C,P o S,M,NP,571.87,0
370,662.18,5,70.4027397260274,C,Sup,M,P,2000,0
371,196.52,3,73.2712328767123,C,P o S,M,P,6700,0
383,110.22,2,72,D,P o S,M,P,685.12,0
391,403.77,8,75.1698630136986,C,P o S,M,P,314.86,0
398,345.24,2,67.572602739726,C,Sup,F,P,5500,1
414,11.38,4,76.2328767123288,C,P o S,M,NP,660,0
416,839.55,9,72.5068493150685,C,P o S,M,P,1019.83,0
425,1.69,2,87.3369863013699,S,Sup,M,P,3020.15,0
431,1.64,1,70.627397260274,C,Sup,M,P,1500,0
438,5976.15,7,90.4383561643836,C,P o S,M,P,3028.19,0
444,1543.42,25,70.2931506849315,C,P o S,M,P,642.63,0
446,50.05,2,82.0493150684932,C,P o S,M,NP,0,0
451,25082.2,6,74.2356164383562,S,Sup,M,P,3340.03,1
454,3094.52,26,70.0438356164384,C,P o S,M,P,1697,0
459,58.18,2,65.1643835616438,S,Sup,F,P,1385.92,0
466,92.41,6,71.2219178082192,D,P o S,M,P,544,0
469,521.34,4,68.1698630136986,C,P o S,M,NP,1221.13,0
478,62.9,2,68.5452054794521,C,P o S,M,NP,510,0
479,4800.56,10,68.6109589041096,C,Sup,M,NP,2100,0
480,5343.25,6,66.4657534246575,C,Sup,M,P,3539.09,0
481,2.24,2,82.0904109589041,C,Sup,M,NP,3300,0
483,84.74,2,71.0794520547945,D,Sup,M,P,812,0
487,6014.39,35,66.5643835616438,U,P o S,M,P,1625,0
488,844.47,6,72.5808219178082,D,P o S,M,P,2816.75,0
499,1913.61,9,77.5835616438356,V,P o S,F,P,1019,1
501,0.02,1,84.4904109589041,C,Sup,M,P,2624.11,0
513,6877.75,29,81.1150684931507,C,Sup,M,P,3000,0
517,4706.54,15,67.972602739726,C,P o S,M,NP,3658.33,0
519,2528.32,9,71.6219178082192,C,P o S,M,P,1829.81,0
521,4333.67,58,71.3534246575343,D,Sup,M,NP,1050.61,0
524,2741.4,6,74.6904109589041,D,P o S,M,P,2133.35,0
527,4319.61,8,70.9917808219178,C,P o S,M,P,1817.69,0
535,1.03,2,71.6821917808219,C,P o S,M,NP,0,0
536,1838.68,6,72.8657534246575,C,P o S,M,P,1539.74,0
538,1016.17,12,79.227397260274,C,P o S,M,NP,591.58,0
545,5609.3,15,77.841095890411,C,P o S,M,P,2700,0
551,95663.72,67,68.7232876712329,D,Sup,M,P,1208.06,0
553,0.04,2,68.7013698630137,C,P o S,M,P,1257.52,0
559,191.47,2,82.8684931506849,C,P o S,M,P,946.51,0
560,0.02,1,69,C,P o S,M,NP,0,0
562,1.62,2,74.5315068493151,C,Sup,M,NP,0,0
564,1248.45,14,76.4356164383562,V,P o S,M,NP,681,0
568,4355.5,11,77.3369863013699,C,Sup,M,P,771.6,1
569,0.09,1,68.1890410958904,S,P o S,M,P,1441,0
570,3362.74,19,84.1753424657534,D,P o S,M,NP,1800,0
574,1114.62,8,70.9698630136986,C,Sup,M,P,1321,0
577,5.04,4,71.7561643835616,C,P o S,M,P,2000,0
578,0.02,1,70.8876712328767,C,P o S,M,NP,0,0
580,79.56,2,69.8082191780822,C,P o S,M,P,2337.51,0
587,868.06,4,73.6109589041096,C,P o S,M,P,1187.64,0
588,0.13,1,70.7917808219178,S,P o S,M,P,1900,0
592,702.63,4,66.9178082191781,S,P o S,M,NP,0,0
600,0.02,1,67.7041095890411,C,P o S,M,NP,0,0
608,1353.22,12,72.7178082191781,V,P o S,M,NP,1050,0
612,21813.14,16,67.0054794520548,C,P o S,M,P,1954,0
618,0.31,1,69.9369863013699,C,P o S,M,NP,0,0
621,1936.65,10,68.6,C,P o S,M,NP,791.13,0
636,1136.88,2,72.8684931506849,C,P o S,M,P,1001,0
652,2629.51,15,67.7698630136986,C,P o S,M,P,4200.59,0
656,683.53,13,66.172602739726,C,P o S,M,P,900.25,0
659,3.29,3,69.2821917808219,C,missing o N,M,NP,1100,0
667,753.79,4,73.6520547945206,C,P o S,M,P,620,0
669,0.08,2,78.4219178082192,C,P o S,M,P,1768,0
670,20857.19,16,71.3068493150685,C,Sup,M,P,2773.24,0
674,454.47,5,68.9342465753425,C,P o S,M,P,2483.64,0
681,1.93,4,82.958904109589,S,P o S,M,P,3458,0
683,6509.39,10,75.4794520547945,C,P o S,M,P,2211.77,0
688,504.66,2,75.2109589041096,C,Sup,M,P,2800,0
689,3.44,2,73.8739726027397,D,P o S,M,NP,0,0
690,6018.78,12,79.1068493150685,C,P o S,M,P,2728.24,1
692,0.02,1,61.9287671232877,C,P o S,M,NP,0,0
698,0.15,1,78.1972602739726,C,missing o N,M,NP,0,0
700,0.02,1,84.4438356164384,C,P o S,M,NP,0,0
701,1338.84,21,64.7890410958904,U,P o S,F,P,6174.27,0
702,1236.77,9,78,C,P o S,M,P,668.66,0
709,11290.96,20,66.1835616438356,D,Sup,M,P,4441.58,0
711,0.04,1,69.7424657534247,V,Sup,M,NP,0,0
713,0.03,1,70.0027397260274,C,P o S,M,NP,0,0
719,320.73,5,69.7561643835616,C,Sup,M,NP,1837.8,0
720,2793.82,14,68.2794520547945,D,Sup,M,NP,1393,0
722,604.11,6,68.0301369863014,C,Sup,M,NP,3316.72,0
723,9072.48,15,67.2054794520548,C,P o S,M,P,2600,0
736,765.36,4,77.3287671232877,V,P o S,M,NP,495.47,0
741,896.97,4,69.1890410958904,C,P o S,M,P,630,0
743,90.19,2,73.054794520548,C,Sup,M,P,2022.37,0
744,790.35,6,68.8109589041096,C,P o S,M,NP,540.85,0
748,1233.71,12,70.4,C,Sup,M,P,3880.54,1
752,0.12,1,80.2356164383562,C,Sup,M,NP,2677,0
756,559.69,2,83.4082191780822,C,P o S,M,NP,0,0
758,2376.86,22,68.8027397260274,C,P o S,M,NP,1060.79,0
763,2666.16,11,69.4520547945206,C,Sup,M,P,1753.11,0
765,708.05,17,74.4739726027397,C,P o S,M,P,365.74,0
769,801.59,4,76.0630136986302,C,P o S,M,P,575,0
798,974.63,10,69.7342465753425,C,P o S,M,P,617.23,0
805,845.06,6,72.0821917808219,C,P o S,M,P,1144.9,0
813,1280.74,5,74.5534246575343,C,Sup,M,NP,1059,0
814,5611.28,4,68.3753424657534,S,Sup,M,NP,0,0
815,1.69,1,71.841095890411,D,P o S,M,P,3000,0
819,114.11,8,78.8164383561644,C,Sup,M,P,1818.05,0
844,1135.15,7,69.6109589041096,C,P o S,M,P,1754.91,0
846,4144.54,41,65.7013698630137,C,P o S,M,NP,1665.81,0
850,3382.24,11,77.4301369863014,D,Sup,M,P,1831.51,0
854,1587.14,8,76.0547945205479,C,P o S,M,P,1252.71,0
856,2999.21,30,75.1479452054795,D,P o S,M,P,1374.11,0
859,21059.54,27,69.8986301369863,C,P o S,M,P,1900,1
863,50.05,2,69.6767123287671,C,P o S,M,NP,0,0
865,266.84,7,70.1753424657534,C,P o S,M,NP,935,0
866,1267,8,68.0219178082192,C,P o S,M,NP,0,0
868,2439.71,16,78.0356164383562,C,P o S,M,P,933.5,0
869,1779.87,3,72.4849315068493,C,P o S,M,NP,2153.75,0
870,1802.01,3,69.5315068493151,S,P o S,M,P,1879.17,0
876,3726.45,9,68.8054794520548,C,P o S,M,NP,0,0
881,1324.53,11,70.7178082191781,C,P o S,M,NP,499,0
885,0.02,1,74.8027397260274,C,missing o N,M,NP,0,0
887,1218.03,8,77.6356164383562,C,P o S,M,NP,663.92,0
889,574.93,15,69.0821917808219,C,P o S,M,P,274.85,0
890,0.02,1,90.0657534246575,C,P o S,M,NP,1290,0
891,3987.56,52,81.6849315068493,D,P o S,F,P,1628.76,0
899,3606.52,9,69.2246575342466,C,P o S,M,P,1759.75,0
905,496.29,3,69.3205479452055,C,P o S,M,NP,871.92,0
906,0.62,1,74.0657534246575,C,P o S,M,NP,0,0
907,1880.42,6,71.3643835616438,C,P o S,M,P,1259.55,0
911,0.31,1,75.6054794520548,C,missing o N,M,NP,0,0
913,24001.39,10,79.6191780821918,C,P o S,M,P,1874,0
923,906.17,10,74.4657534246575,C,P o S,M,P,538.3,0
924,4023.13,33,69.0027397260274,C,P o S,M,NP,2015.02,0
925,79.53,2,76.3753424657534,C,P o S,M,NP,545,0
926,235.1,4,70.9013698630137,C,P o S,M,NP,390,0
931,1094.55,6,74.213698630137,D,P o S,M,NP,882.86,0
937,1843.39,10,66.7260273972603,C,Sup,F,P,1659.8,0
943,2611.28,19,68.5890410958904,C,P o S,M,P,1535,0
946,94.56,4,68.8191780821918,D,P o S,M,P,2000,0
949,2178.09,25,84.5178082191781,C,P o S,M,P,1141.82,0
951,2667.45,23,73.0383561643836,C,P o S,M,P,1524,0
959,3.1,1,80.0794520547945,C,P o S,M,P,911.76,0
967,1916.51,10,73.9178082191781,C,P o S,M,P,1045.54,0
969,1890.03,8,77.2082191780822,S,P o S,F,P,1400,1
979,1606.94,9,69.2657534246575,C,Sup,M,P,2043,0
984,95.98,2,83.5945205479452,D,P o S,M,NP,982.7,0
986,1046.31,29,69.6493150684932,C,P o S,M,NP,451.05,0
987,17668.03,31,70.3397260273973,C,P o S,M,P,2085,0
995,1586.24,10,81.3123287671233,C,P o S,M,NP,896.64,0
997,1942.56,21,84.7808219178082,C,P o S,M,NP,833,0
1005,91.84,5,71.2630136986301,D,P o S,M,P,2665,0
1007,1.35,1,69.3479452054795,C,P o S,M,P,1200,0
1011,1565.69,9,72.4,C,P o S,M,P,0,0
1014,0.1,1,75.986301369863,C,missing o N,M,NP,0,0
1019,1103.53,7,72.9178082191781,C,P o S,M,P,1611.41,0
1020,4040.21,4,76.4,C,P o S,M,P,2750,0
1026,494.45,2,73.0904109589041,C,P o S,M,P,850,0
1029,1928.5,11,79.4465753424658,C,P o S,M,P,834.71,0
1032,3134.18,6,69.4054794520548,C,P o S,M,NP,871.4,0
1033,3453.71,10,70.2602739726028,U,P o S,M,P,6357.66,0
1036,1320.6,7,71.8630136986301,C,P o S,M,P,1600,0
1039,3206.62,13,73.7013698630137,C,P o S,M,NP,2583.46,0
1043,2584.04,13,67.7479452054795,C,P o S,M,P,824,0
1045,220.53,2,71.3506849315069,C,P o S,M,P,1047.3,1
1047,1040.93,11,71.2246575342466,C,P o S,M,P,1131.88,0
1049,2174.14,6,75.9506849315069,C,missing o N,M,NP,0,0
1052,1229.81,5,70.2821917808219,C,P o S,M,P,808.06,0
1055,0.04,1,71.4109589041096,C,missing o N,M,NP,0,0
1063,0.08,2,71.6684931506849,C,P o S,M,P,641.74,0
1065,1304.87,11,73.4164383561644,C,P o S,M,NP,888.26,0
1066,0.42,1,81.5561643835617,C,P o S,M,NP,0,0
1068,928.5,7,69.7095890410959,C,P o S,M,P,380,0
1071,0.02,1,78.4794520547945,C,P o S,M,P,7100,0
1074,5200.02,3,73.0054794520548,C,P o S,M,NP,378,0
1078,1445.57,10,71.1808219178082,C,P o S,M,P,2200,0
1079,8671.98,25,72.3698630136986,C,Sup,M,P,2548.36,0
1082,0.03,1,75.3013698630137,C,P o S,M,P,492,0
1085,822.63,6,76.7561643835616,C,P o S,M,P,624.08,0
1086,1092.01,3,68.0821917808219,C,P o S,M,P,0,0
1087,4550.76,10,85.7123287671233,C,P o S,M,P,1999.37,0
1088,1926.06,13,68.9945205479452,C,P o S,M,P,630.77,0
1089,5670.39,12,80.2301369863014,C,Sup,M,P,2650,0
1093,4129.9,16,70.3123287671233,S,P o S,M,P,1581.47,0
1095,1.31,2,71.4739726027397,C,P o S,M,NP,0,0
1098,1855.54,14,71.8986301369863,D,P o S,M,NP,721.02,0
1101,3602.07,13,71.8931506849315,D,P o S,M,P,834.41,0
1102,0.15,1,84.3835616438356,C,missing o N,M,NP,0,0
1104,10001.89,3,82.6575342465753,V,P o S,F,NP,1135,1
1106,0.64,1,81.7780821917808,C,Sup,M,NP,0,0
1107,555.75,4,72.2849315068493,C,P o S,M,NP,332,0
1108,3.91,3,72.0575342465754,C,P o S,M,NP,0,0
1109,0.03,1,68.8301369863014,C,P o S,M,NP,0,0
1114,968.86,6,70.8356164383562,C,P o S,M,P,433.24,0
1120,610.57,4,66.4027397260274,S,P o S,F,P,2585.74,0
1121,6508.93,15,73.5150684931507,C,P o S,M,P,2811.5,0
1127,0.31,1,80.2164383561644,C,P o S,M,NP,0,0
1128,857.96,11,75.1506849315069,D,P o S,M,NP,335.92,0
1131,0.02,1,93.2191780821918,D,P o S,F,NP,308,0
1138,504.52,2,73.4,C,P o S,M,P,1346.29,0
1140,91.52,2,69.7424657534247,V,Sup,M,P,4300,0
1148,1674,8,68.7150684931507,C,P o S,M,NP,373.51,0
1153,3899.68,4,73.0739726027397,C,Sup,M,P,8533.33,0
1154,0.1,2,80.2821917808219,C,Sup,M,NP,2500,0
1156,0.02,1,72.0931506849315,C,missing o N,M,NP,0,0
1169,1173.37,13,67.6465753424658,C,P o S,M,P,5087.48,0
1173,5199.37,31,75.3589041095891,D,Sup,F,P,2267.91,0
1174,1292.52,5,68.9643835616439,C,P o S,M,NP,0,0
1180,4230.95,56,67.3123287671233,D,Sup,M,P,1804.07,0
1184,505.04,4,69.7616438356164,C,Sup,M,P,1598,0
1185,9995.21,7,66.772602739726,C,P o S,M,P,6144,0
1186,359.27,2,69.2794520547945,C,missing o N,M,NP,0,0
1187,3159.58,18,67.4383561643836,D,P o S,M,P,2980,0
1188,8002.68,2,66.1342465753425,C,Sup,M,P,6200,0
1189,216.33,2,71.4465753424658,C,P o S,M,P,3839.62,0
1190,7336.14,64,67.3534246575343,C,P o S,M,P,3553,1
1195,1697.56,7,71.3753424657534,C,Sup,M,P,2223,0
1197,6404.82,59,66.1315068493151,V,Sup,M,P,3174.13,0
1199,1.03,1,67.7808219178082,C,P o S,M,P,6900,0
1202,1516.3,8,66.6821917808219,C,P o S,M,P,2003.51,0
1208,512.3,4,71.558904109589,C,Sup,M,P,1126,0
1212,9277.71,7,64.7041095890411,C,Sup,M,NP,6404.08,0
1213,1627.8,12,69.5972602739726,C,Sup,M,P,3180,0
1215,5.1,3,65.5397260273973,C,P o S,M,NP,0,0
1217,5781.08,6,85.4657534246575,C,Sup,M,P,3799.71,0
1219,6289.79,36,67.5123287671233,C,Sup,M,P,3113.8,0
1220,3470.4,10,69.627397260274,C,Sup,M,P,3333.47,0
1221,1246.94,12,65.1287671232877,C,Sup,M,P,1444.57,0
1222,0.15,1,66.6520547945206,C,P o S,M,NP,0,0
1224,6726.6,12,64.8465753424658,D,Sup,M,NP,1502.98,0
1226,8292.41,25,67.1095890410959,C,P o S,M,NP,3000,0
1227,1001.86,4,67.4219178082192,V,Sup,F,P,1230,0
1228,0.02,1,65.4712328767123,C,Sup,M,P,3921,0
1237,446.72,3,69.2931506849315,C,P o S,M,P,1024.84,0
1240,2968.17,11,71.7561643835616,C,P o S,M,P,0,0
1244,0.04,1,81.668493150685,C,P o S,M,NP,0,0
1246,3822.72,7,69.8931506849315,C,P o S,M,P,1544.44,1
1251,1560.39,5,73.2082191780822,C,P o S,M,NP,1628,0
1252,300.32,2,86.5616438356164,C,missing o N,M,NP,0,0
1256,187.06,2,77.3753424657534,C,Sup,M,P,2950,0
1261,0.02,1,79.9753424657534,C,P o S,M,NP,1105.3,0
1265,699.95,4,73.0520547945206,C,P o S,M,NP,0,1
1266,819.42,19,68.7232876712329,C,P o S,M,P,1134.64,0
1271,4233.75,7,65.0438356164384,D,P o S,M,P,1716,0
1279,2777.78,9,82.0684931506849,C,P o S,M,P,2322.52,0
1280,755.41,7,71.0602739726028,C,P o S,M,NP,0,0
1283,834.05,7,70.4,C,P o S,M,NP,598.32,0
1286,2082.49,10,78.6849315068493,C,P o S,M,NP,526.14,0
1291,647.98,4,76.5095890410959,C,P o S,M,P,638.73,0
1296,951.47,5,73.2356164383562,C,P o S,M,NP,850,0
1297,2530.5,5,68.8191780821918,C,P o S,M,P,1416.19,0
1300,2123.42,11,71.454794520548,D,Sup,M,NP,877.1,0
1304,1944.99,11,80.0301369863014,C,Sup,M,P,1405.61,0
1305,1191.5,4,73.7068493150685,C,P o S,M,NP,1010,0
1306,456.88,2,68.8,C,Sup,M,P,2165.27,0
1307,1490.98,6,71.0876712328767,U,P o S,M,P,600,0
1308,1.86,1,70.0794520547945,C,P o S,M,NP,2550,0
1309,13719.74,24,74.958904109589,C,P o S,M,P,713.41,0
1318,3798.46,5,69.5616438356164,U,P o S,M,NP,2656.07,0
1322,0.02,1,81.4794520547945,C,Sup,M,P,0,0
1323,11786.05,39,67.2849315068493,C,Sup,M,P,6001.03,0
1331,2864.78,30,69.2191780821918,S,P o S,F,P,933.98,0
1335,0.03,1,89.3287671232877,V,P o S,F,P,0,0
1336,783.03,4,77.1287671232877,C,P o S,M,NP,0,0
1338,4565.49,4,69.6054794520548,C,P o S,M,NP,1441.47,0
1352,2301.32,8,73.6657534246576,C,P o S,M,P,1505.65,0
1360,1767.11,16,71.4931506849315,C,P o S,M,P,806.31,0
1373,275.05,11,76.7205479452055,C,P o S,M,P,456,0
1376,722.7,3,72.3232876712329,S,P o S,M,P,1800,0
1377,2309.66,5,72.9287671232877,C,P o S,M,P,1425,0
1379,920.96,8,67.0657534246575,C,P o S,M,P,1485.11,0
1385,1193.5,11,70.9616438356165,C,P o S,M,NP,0,0
1390,936.71,9,67.7178082191781,C,P o S,F,P,1700,0
1393,1271.9,6,71.372602739726,C,P o S,M,P,1033.77,0
1394,4735.75,12,69.4219178082192,C,P o S,M,P,2310.57,0
1396,5911.72,12,83.4054794520548,C,Sup,M,P,5103.02,0
1398,3257.75,9,66.4904109589041,C,Sup,M,P,1661.18,0
1399,4230.58,25,67.8630136986302,D,P o S,F,P,1546.45,0
1406,2681.75,6,77.3808219178082,C,P o S,M,P,1376.63,0
1407,1.62,2,80.5424657534247,C,P o S,M,NP,0,0
1410,0.74,1,72.9205479452055,C,missing o N,M,NP,0,0
1414,486.6,2,81.8958904109589,C,P o S,M,NP,0,0
1417,1170.87,4,75.5095890410959,D,Sup,M,P,2411.77,0
1419,768.35,7,68.7232876712329,C,P o S,M,P,600,0
1424,441.81,5,78.1287671232877,C,P o S,M,P,1280.81,0
1429,0.02,1,77.3753424657534,C,P o S,M,NP,0,0
1430,860.2,5,80.0958904109589,C,P o S,M,P,627.95,0
1431,821.64,4,72.1150684931507,C,P o S,M,P,1642.22,0
1433,2014.43,7,72.4821917808219,C,P o S,M,NP,383.47,0
1436,118.49,4,79.558904109589,C,P o S,M,P,2768,0
1439,17702.91,15,65.9205479452055,D,Sup,M,P,9533.97,1
1445,1528.83,21,71.4520547945206,C,P o S,M,P,1446.75,0
1453,0.04,2,73.0082191780822,C,P o S,M,NP,647,0
1459,2250.33,10,86.6904109589041,D,Sup,M,P,1211.36,0
1463,6232.45,5,70.4082191780822,C,P o S,M,P,538.86,0
1466,1301.6,11,75.6958904109589,C,P o S,M,P,1202.92,0
1467,0.31,1,71.2054794520548,C,P o S,M,NP,0,0
1473,4270.46,9,66.0712328767123,V,Sup,M,P,110269,0
1475,4255.25,6,68.0164383561644,V,P o S,M,P,5132.59,0
1481,4471.05,30,74.6328767123288,C,P o S,M,NP,526,0
1482,1799.22,12,76.3808219178082,C,P o S,F,P,582.37,0
1485,0.04,1,76.3150684931507,C,P o S,M,NP,0,0
1487,2110.04,7,70.3643835616438,C,P o S,M,NP,1478,0
1488,228.54,2,71.5972602739726,C,P o S,M,P,3028.5,0
1493,817.86,9,77.186301369863,C,P o S,M,P,1130,0
1494,2754.29,9,80.8465753424658,C,P o S,M,P,927,0
1499,344.17,2,75.1945205479452,C,P o S,M,P,1500,0
1503,3421.47,22,88.9287671232877,S,P o S,F,P,628,0
1504,0.03,1,67.627397260274,C,P o S,M,NP,0,0
1507,1276.31,25,81.3205479452055,C,P o S,M,P,468,0
1514,147.37,8,73.5452054794521,C,P o S,M,P,1173.33,0
1528,101.22,3,68.3890410958904,C,P o S,M,P,1600,0
1535,0.39,1,71.1232876712329,C,P o S,M,NP,0,0
1537,0.03,1,75.0767123287671,D,missing o N,M,NP,0,0
1542,500.85,2,82.6849315068493,C,P o S,M,P,3000,0
1544,914.84,6,77.4301369863014,C,P o S,M,NP,512.97,0
1545,0.02,1,72.0931506849315,C,P o S,M,NP,0,1
1550,1222.54,11,71.1095890410959,C,Sup,M,P,1995,0
1551,2050.5,3,67.1013698630137,C,P o S,F,P,1020,0
1558,253.89,3,76.8,D,P o S,M,P,1442.14,0
1567,1292.37,6,76.1972602739726,C,P o S,M,NP,0,0
1570,0.04,2,76.9068493150685,C,P o S,M,P,591.2,0
1574,2789.5,23,71.4164383561644,D,P o S,M,NP,1284.34,0
1580,5114.44,19,67.441095890411,C,P o S,M,P,1495.18,0
1585,828.17,6,67.4383561643836,C,P o S,M,P,607.24,0
1586,16709.75,52,65.613698630137,S,P o S,M,P,1521,0
1588,3125.11,6,65.5561643835617,C,P o S,M,NP,0,0
1592,0.02,1,66.6109589041096,C,P o S,M,NP,640.74,0
1593,5770.19,7,70.5287671232877,S,P o S,M,NP,1580,0
1596,624.07,11,70.2986301369863,S,P o S,M,P,1134.31,0
1600,12839.93,6,69.1068493150685,C,Sup,M,P,7233.04,0
1604,679.41,10,68.8191780821918,C,P o S,M,P,435.85,0
1605,0.02,1,68.8849315068493,U,P o S,M,P,0,0
1610,2129.6,3,64.9178082191781,C,P o S,F,P,8900,1
