"V1" "V2"
"551" 174.668778 -37.056527
"552" 174.668778 -37.059167
"553" 174.669658 -37.060047
"554" 174.669658 -37.060927
"555" 174.668778 -37.061807
"556" 174.668778 -37.062394
"557" 174.667898 -37.063274
"558" 174.667898 -37.064154
"559" 174.665845 -37.066207
"560" 174.664965 -37.066207
"561" 174.663791 -37.067381
"562" 174.663791 -37.069141
"563" 174.664085 -37.069728
"564" 174.665845 -37.069728
"565" 174.666725 -37.068848
"566" 174.668191 -37.068848
"567" 174.668778 -37.069141
"568" 174.668778 -37.070901
"569" 174.666725 -37.072955
"570" 174.665845 -37.072955
"571" 174.664965 -37.073835
"572" 174.662618 -37.073835
"573" 174.661738 -37.072955
"574" 174.659098 -37.072955
"575" 174.656751 -37.075301
"576" 174.654991 -37.075301
"577" 174.65411 -37.074715
"578" 174.649123 -37.074715
"579" 174.648243 -37.073835
"580" 174.64795 -37.074128
"581" 174.64795 -37.075008
"582" 174.64883 -37.075888
"583" 174.64883 -37.076768
"584" 174.64707 -37.078235
"585" 174.647363 -37.078822
"586" 174.648243 -37.078822
"587" 174.649123 -37.077942
"588" 174.65235 -37.077942
"589" 174.65323 -37.077061
"590" 174.654991 -37.077061
"591" 174.658804 -37.080875
"592" 174.658804 -37.081755
"593" 174.659098 -37.082049
"594" 174.659978 -37.082049
"595" 174.661151 -37.083222
"596" 174.661151 -37.084102
"597" 174.660858 -37.084689
"598" 174.659978 -37.084689
"599" 174.659098 -37.085569
"600" 174.65411 -37.085569
"601" 174.65323 -37.086155
"602" 174.649123 -37.086155
"603" 174.648243 -37.087036
"604" 174.643256 -37.087036
"605" 174.642963 -37.087622
"606" 174.644136 -37.088796
"607" 174.648243 -37.088796
"608" 174.649123 -37.087916
"609" 174.65235 -37.087916
"610" 174.658217 -37.093783
"611" 174.659978 -37.093783
"612" 174.660271 -37.094369
"613" 174.660564 -37.094956
"614" 174.658804 -37.096716
"615" 174.658804 -37.097596
"616" 174.661738 -37.10053
"617" 174.663204 -37.10053
"618" 174.663791 -37.100823
"619" 174.663791 -37.101703
"620" 174.660858 -37.104637
"621" 174.659978 -37.104637
"622" 174.659684 -37.10493
"623" 174.659391 -37.10581
"624" 174.659978 -37.106397
"625" 174.661738 -37.106397
"626" 174.664085 -37.108744
"627" 174.664965 -37.108744
"628" 174.665845 -37.107864
"629" 174.666725 -37.107864
"630" 174.667605 -37.106984
"631" 174.669072 -37.106984
"632" 174.670538 -37.10845
"633" 174.670538 -37.109917
"634" 174.668485 -37.111971
"635" 174.666725 -37.111971
"636" 174.665845 -37.111384
"637" 174.665551 -37.111677
"638" 174.665551 -37.114024
"639" 174.664965 -37.114611
"640" 174.664085 -37.114611
"641" 174.663204 -37.115491
"642" 174.662618 -37.115491
"643" 174.662031 -37.115784
"644" 174.662031 -37.116664
"645" 174.659978 -37.118718
"646" 174.658217 -37.118718
"647" 174.657924 -37.119305
"648" 174.657924 -37.119891
"649" 174.657631 -37.120478
"650" 174.65323 -37.120478
"651" 174.652057 -37.121651
"652" 174.652644 -37.122238
"653" 174.655871 -37.122238
"654" 174.656164 -37.122531
"655" 174.656164 -37.123411
"656" 174.656751 -37.123705
"657" 174.659978 -37.120478
"658" 174.660858 -37.120478
"659" 174.661738 -37.119598
"660" 174.669072 -37.119598
"661" 174.671418 -37.121651
"662" 174.671125 -37.122531
"663" 174.670245 -37.123411
"664" 174.670538 -37.125758
"665" 174.673472 -37.128692
"666" 174.674059 -37.128692
"667" 174.674645 -37.129279
"668" 174.674645 -37.130745
"669" 174.673765 -37.131625
"670" 174.673765 -37.132505
"671" 174.672885 -37.133386
"672" 174.672885 -37.135146
"673" 174.673765 -37.135732
"674" 174.673765 -37.137492
"675" 174.673472 -37.137786
"676" 174.672592 -37.138079
"677" 174.671125 -37.136612
"678" 174.671418 -37.135732
"679" 174.670832 -37.135439
"680" 174.669952 -37.136319
"681" 174.669072 -37.136319
"682" 174.668778 -37.135732
"683" 174.668778 -37.134852
"684" 174.669658 -37.134266
"685" 174.669658 -37.132505
"686" 174.669072 -37.132212
"687" 174.666725 -37.134559
"688" 174.665845 -37.134559
"689" 174.664965 -37.135439
"690" 174.664085 -37.135439
"691" 174.663204 -37.136319
"692" 174.659978 -37.136319
"693" 174.659098 -37.135439
"694" 174.658217 -37.135439
"695" 174.657924 -37.136026
"696" 174.657924 -37.136612
"697" 174.658217 -37.137199
"698" 174.659098 -37.137199
"699" 174.659978 -37.137786
"700" 174.664085 -37.138079
"701" 174.665551 -37.139253
"702" 174.665551 -37.140133
"703" 174.664085 -37.141306
"704" 174.663204 -37.141306
"705" 174.662031 -37.14248
"706" 174.662031 -37.14336
"707" 174.660858 -37.144533
"708" 174.659978 -37.144533
"709" 174.659684 -37.14512
"710" 174.659684 -37.146
"711" 174.659978 -37.146293
"712" 174.660858 -37.146293
"713" 174.664965 -37.142186
"714" 174.665845 -37.142186
"715" 174.666725 -37.141306
"716" 174.667311 -37.141306
"717" 174.668191 -37.140426
"718" 174.671712 -37.140426
"719" 174.672592 -37.141306
"720" 174.673472 -37.141306
"721" 174.674352 -37.142186
"722" 174.674939 -37.142186
"723" 174.675525 -37.14248
"724" 174.675525 -37.14424
"725" 174.677579 -37.146293
"726" 174.679046 -37.146293
"727" 174.679926 -37.145413
"728" 174.680806 -37.145413
"729" 174.681686 -37.144533
"730" 174.683446 -37.144533
"731" 174.683739 -37.14512
"732" 174.683739 -37.145706
"733" 174.685793 -37.148053
"734" 174.687553 -37.148053
"735" 174.688433 -37.14864
"736" 174.69078 -37.14864
"737" 174.69166 -37.148053
"738" 174.69254 -37.148053
"739" 174.692833 -37.148347
"740" 174.692833 -37.150693
"741" 174.691953 -37.151574
"742" 174.691953 -37.152454
"743" 174.6899 -37.154507
"744" 174.685793 -37.154507
"745" 174.684913 -37.155387
"746" 174.683446 -37.155387
"747" 174.682859 -37.155974
"748" 174.684619 -37.157441
"749" 174.684619 -37.158321
"750" 174.683446 -37.159494
"751" 174.680806 -37.159494
"752" 174.679926 -37.160374
"753" 174.676699 -37.160374
"754" 174.676112 -37.160961
"755" 174.677579 -37.162134
"756" 174.682566 -37.162134
"757" 174.687553 -37.157147
"758" 174.689313 -37.157147
"759" 174.6899 -37.156267
"760" 174.69342 -37.156267
"761" 174.698407 -37.15128
"762" 174.699874 -37.15128
"763" 174.701927 -37.153334
"764" 174.702221 -37.155974
"765" 174.701341 -37.156561
"766" 174.701341 -37.157441
"767" 174.699287 -37.159494
"768" 174.698407 -37.159494
"769" 174.697527 -37.160374
"770" 174.696647 -37.160374
"771" 174.695767 -37.161254
"772" 174.694887 -37.161254
"773" 174.689606 -37.166828
"774" 174.6899 -37.167121
"775" 174.69078 -37.167121
"776" 174.69166 -37.166241
"777" 174.69342 -37.166241
"778" 174.693713 -37.166828
"779" 174.693713 -37.167415
"780" 174.692833 -37.168295
"781" 174.692833 -37.169175
"782" 174.691953 -37.170055
"783" 174.691953 -37.170935
"784" 174.691366 -37.171522
"785" 174.691366 -37.172402
"786" 174.689606 -37.174162
"787" 174.6899 -37.174749
"788" 174.69166 -37.174749
"789" 174.69342 -37.172988
"790" 174.6943 -37.172988
"791" 174.694887 -37.172108
"792" 174.695767 -37.172108
"793" 174.697527 -37.170348
"794" 174.699287 -37.170348
"795" 174.69958 -37.170935
"796" 174.69958 -37.172402
"797" 174.69782 -37.174162
"798" 174.69782 -37.175042
"799" 174.69694 -37.175922
"800" 174.69694 -37.176802
"801" 174.696354 -37.177389
"802" 174.69606 -37.180909
"803" 174.695767 -37.181202
"804" 174.694887 -37.181202
"805" 174.694593 -37.181789
"806" 174.694593 -37.182376
"807" 174.695473 -37.183256
"808" 174.695473 -37.185896
"809" 174.69342 -37.187949
"810" 174.69254 -37.187949
"811" 174.69166 -37.18883
"812" 174.68902 -37.18883
"813" 174.688726 -37.189123
"814" 174.68902 -37.18971
"815" 174.6899 -37.18971
"816" 174.69078 -37.19059
"817" 174.69166 -37.19059
"818" 174.69254 -37.18971
"819" 174.69342 -37.18971
"820" 174.6943 -37.18883
"821" 174.694887 -37.18883
"822" 174.695767 -37.187949
"823" 174.696647 -37.187949
"824" 174.697527 -37.187069
"825" 174.698407 -37.187069
"826" 174.701634 -37.183842
"827" 174.702514 -37.183842
"828" 174.704567 -37.185896
"829" 174.704567 -37.191763
"830" 174.703687 -37.192643
"831" 174.703687 -37.19323
"832" 174.702514 -37.194697
"833" 174.701634 -37.194697
"834" 174.700167 -37.196163
"835" 174.698407 -37.196163
"836" 174.697527 -37.197043
"837" 174.696647 -37.197043
"838" 174.69606 -37.19763
"839" 174.696354 -37.198217
"840" 174.692247 -37.202617
"841" 174.69254 -37.202911
"842" 174.69342 -37.202911
"843" 174.695767 -37.200564
"844" 174.696647 -37.20027
"845" 174.697527 -37.199684
"846" 174.698407 -37.199684
"847" 174.699874 -37.197924
"848" 174.703394 -37.197924
"849" 174.704274 -37.197043
"850" 174.705741 -37.197043
"851" 174.706328 -37.19763
"852" 174.706328 -37.201737
"853" 174.704567 -37.203497
"854" 174.704567 -37.204084
"855" 174.704861 -37.204671
"856" 174.705741 -37.203791
"857" 174.707501 -37.203791
"858" 174.708674 -37.204964
"859" 174.708674 -37.206724
"860" 174.707501 -37.207898
"861" 174.706621 -37.207898
"862" 174.704274 -37.210538
"863" 174.703394 -37.210538
"864" 174.701341 -37.212591
"865" 174.701341 -37.213471
"866" 174.701634 -37.213765
"867" 174.703394 -37.212005
"868" 174.703981 -37.212005
"869" 174.706621 -37.209658
"870" 174.708381 -37.209658
"871" 174.708674 -37.209951
"872" 174.708674 -37.213471
"873" 174.708088 -37.214058
"874" 174.707794 -37.214938
"875" 174.705741 -37.216992
"876" 174.704861 -37.216405
"877" 174.704567 -37.216698
"878" 174.704567 -37.219338
"879" 174.704861 -37.219632
"880" 174.708381 -37.216111
"881" 174.709261 -37.216111
"882" 174.710141 -37.215525
"883" 174.711608 -37.215525
"884" 174.712488 -37.214645
"885" 174.717475 -37.214645
"886" 174.718355 -37.215525
"887" 174.719235 -37.215525
"888" 174.720115 -37.216111
"889" 174.720702 -37.216111
"890" 174.724516 -37.212591
"891" 174.724516 -37.209071
"892" 174.723342 -37.207898
"893" 174.721582 -37.207898
"894" 174.721289 -37.207604
"895" 174.721289 -37.206724
"896" 174.722169 -37.205844
"897" 174.721582 -37.205551
"898" 174.719235 -37.205551
"899" 174.718355 -37.204671
"900" 174.717475 -37.204671
"901" 174.716595 -37.203791
"902" 174.715715 -37.203791
"903" 174.714541 -37.202617
"904" 174.714541 -37.201737
"905" 174.715422 -37.200857
"906" 174.715422 -37.199977
"907" 174.716302 -37.199097
"908" 174.716302 -37.19763
"909" 174.717182 -37.19675
"910" 174.717182 -37.19587
"911" 174.717768 -37.19499
"912" 174.717768 -37.19411
"913" 174.719235 -37.192936
"914" 174.720702 -37.194697
"915" 174.721289 -37.19411
"916" 174.721289 -37.19323
"917" 174.722462 -37.192056
"918" 174.725102 -37.192056
"919" 174.725982 -37.192936
"920" 174.726276 -37.192643
"921" 174.726276 -37.191763
"922" 174.726569 -37.191176
"923" 174.728329 -37.191176
"924" 174.729209 -37.19059
"925" 174.730089 -37.190296
"926" 174.730383 -37.190003
"927" 174.730089 -37.18971
"928" 174.725689 -37.18971
"929" 174.725396 -37.189123
"930" 174.725396 -37.188243
"931" 174.725102 -37.187949
"932" 174.723342 -37.187949
